CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
14670.0,80,2,411.53,2,3,2,At Risk
14672.0,35,2,765.55,3,3,3,Loyal Customers
14673.0,167,1,373.49,1,1,2,Hibernating
14676.0,7,3,1148.52,4,3,4,Champions
14680.0,13,8,13407.28,4,4,4,Champions
14681.0,12,1,393.95,4,1,2,Potential Loyalists
14682.0,1,1,20.8,4,1,1,Potential Loyalists
14684.0,15,2,519.26,4,3,3,Champions
14688.0,13,9,2581.22,4,4,4,Champions
14689.0,8,1,112.8,4,1,1,Potential Loyalists
14691.0,13,1,439.6,4,1,2,Potential Loyalists
14692.0,35,3,480.3,3,3,3,Loyal Customers
14693.0,64,1,172.9,2,1,1,At Risk
14696.0,42,3,872.6,3,3,3,Loyal Customers
14697.0,18,2,188.60999999999999,3,3,1,Potential Loyalists
14699.0,14,1,109.13000000000001,4,1,1,Potential Loyalists
14700.0,38,1,721.55,3,1,3,Potential Loyalists
14701.0,47,5,1750.75,2,4,4,Loyal Customers
14702.0,81,6,1222.15,2,4,4,Loyal Customers
14708.0,168,1,419.06,1,1,2,Hibernating
14709.0,15,4,1610.14,4,4,4,Champions
14711.0,1,5,1443.84,4,4,4,Champions
14713.0,18,6,1202.03,3,4,4,Loyal Customers
14715.0,98,2,247.45,1,3,2,Hibernating
14719.0,49,1,223.46,2,1,1,At Risk
14723.0,158,3,471.0,1,3,3,Loyal Customers
14727.0,74,1,268.58,2,1,2,At Risk
14729.0,173,1,313.49,1,1,2,Hibernating
14730.0,32,3,555.6,3,3,3,Loyal Customers
14731.0,5,2,251.01999999999998,4,3,2,Champions
14732.0,21,3,980.48,3,3,3,Loyal Customers
14733.0,4,8,7907.58,4,4,4,Champions
14735.0,5,15,2149.61,4,4,4,Champions
14737.0,153,1,434.0,1,1,2,Hibernating
14738.0,11,3,508.29,4,3,3,Champions
14739.0,19,3,1307.6200000000001,3,4,4,Loyal Customers
14740.0,26,2,892.5,3,3,3,Loyal Customers
14741.0,161,2,495.3,1,3,3,Loyal Customers
14744.0,97,5,928.03,1,4,3,Loyal Customers
14745.0,85,1,240.60000000000002,2,1,1,At Risk
14747.0,49,1,328.2,2,1,2,At Risk
14748.0,12,3,771.13,4,4,3,Champions
14754.0,95,1,228.26999999999998,1,1,1,Hibernating
14755.0,7,4,1862.51,4,4,4,Champions
14758.0,5,3,1206.94,4,4,4,Champions
14759.0,32,1,572.25,3,1,3,Potential Loyalists
14760.0,97,1,89.2,1,1,1,Hibernating
14761.0,134,1,97.5,1,1,1,Hibernating
14762.0,64,1,300.52,2,1,2,At Risk
14766.0,13,3,1166.21,4,4,4,Champions
14769.0,1,4,5837.35,4,4,4,Champions
14770.0,32,2,876.42,3,3,3,Loyal Customers
14775.0,172,1,406.56,1,1,2,Hibernating
14776.0,18,3,1074.6,3,4,4,Loyal Customers
14778.0,108,1,334.05,1,1,2,Hibernating
14779.0,80,3,386.15,2,4,2,At Risk
14782.0,119,1,200.10000000000002,1,1,1,Hibernating
14784.0,124,1,114.68,1,1,1,Hibernating
14790.0,53,1,152.16,2,1,1,At Risk
14794.0,3,4,679.54,4,4,3,Champions
14796.0,18,9,3478.75,3,4,4,Loyal Customers
14798.0,110,1,75.68,1,1,1,Hibernating
14800.0,20,6,3195.6,3,4,4,Loyal Customers
14803.0,75,2,730.79,2,3,3,Loyal Customers
14805.0,114,1,109.25,1,1,1,Hibernating
14810.0,40,7,1081.8,3,4,4,Loyal Customers
14813.0,169,2,155.43,1,3,1,Hibernating
14817.0,77,1,580.79,2,1,3,At Risk
14818.0,53,1,118.25,2,1,1,At Risk
14821.0,167,1,48.800000000000004,1,1,1,Hibernating
14825.0,4,5,1025.8700000000001,4,4,3,Champions
14828.0,54,2,1075.92,2,3,4,Loyal Customers
14829.0,161,2,385.33,1,3,2,Hibernating
14834.0,40,1,243.69,3,1,2,Potential Loyalists
14837.0,1,1,492.26,4,1,3,Potential Loyalists
14840.0,67,1,62.85,2,1,1,At Risk
14841.0,74,3,1781.8500000000001,2,4,4,Loyal Customers
14842.0,108,1,310.0,1,1,2,Hibernating
14844.0,41,1,874.5500000000001,3,1,3,Potential Loyalists
14849.0,13,10,2412.91,4,4,4,Champions
14850.0,111,1,325.75,1,1,2,Hibernating
14851.0,56,1,206.13,2,1,1,At Risk
14852.0,52,1,490.4,2,1,3,At Risk
14853.0,11,1,214.5,4,1,1,Potential Loyalists
14854.0,27,3,1191.33,3,4,4,Loyal Customers
14859.0,4,1,296.86,4,1,2,Potential Loyalists
14865.0,172,1,37.2,1,1,1,Hibernating
14866.0,166,1,103.67999999999999,1,1,1,Hibernating
14867.0,19,2,614.14,3,3,3,Loyal Customers
14868.0,33,1,439.33,3,1,2,Potential Loyalists
14870.0,61,1,327.25,2,1,2,At Risk
14871.0,55,2,248.6,2,3,2,At Risk
14873.0,10,1,519.68,4,1,3,Potential Loyalists
14875.0,62,1,362.0,2,1,2,At Risk
14878.0,1,4,851.74,4,4,3,Champions
14880.0,88,1,129.2,2,1,1,At Risk
14883.0,12,1,310.56,4,1,2,Potential Loyalists
14886.0,53,1,364.8,2,1,2,At Risk
14888.0,7,1,369.2,4,1,2,Potential Loyalists
14889.0,136,1,135.9,1,1,1,Hibernating
14890.0,53,1,125.65,2,1,1,At Risk
14895.0,5,3,3919.78,4,4,4,Champions
14896.0,5,2,468.77000000000004,4,3,3,Champions
14897.0,97,1,175.5,1,1,1,Hibernating
14898.0,40,4,610.93,3,4,3,Loyal Customers
14901.0,160,3,497.04999999999995,1,4,3,Loyal Customers
14903.0,46,2,1113.76,3,3,4,Loyal Customers
14905.0,34,1,308.55,3,1,2,Potential Loyalists
14907.0,160,3,960.69,1,4,3,Loyal Customers
14911.0,1,58,38305.74,4,4,4,Champions
14912.0,46,1,482.78999999999996,3,1,3,Potential Loyalists
14913.0,74,2,615.8299999999999,2,3,3,Loyal Customers
14915.0,78,1,142.28,2,1,1,At Risk
14916.0,124,1,295.05,1,1,2,Hibernating
14920.0,13,2,977.77,4,3,3,Champions
14921.0,1,1,903.01,4,1,3,Potential Loyalists
14924.0,46,1,310.05,3,1,2,Potential Loyalists
14930.0,74,1,1104.13,2,1,4,At Risk
14931.0,6,2,586.0,4,3,3,Champions
14932.0,165,1,363.53,1,1,2,Hibernating
14934.0,82,1,828.84,2,1,3,At Risk
14935.0,97,1,1784.71,1,1,4,Hibernating
14936.0,75,1,1576.3600000000001,2,1,4,At Risk
14944.0,17,4,1324.33,3,4,4,Loyal Customers
14948.0,19,1,278.4,3,1,2,Potential Loyalists
14952.0,7,7,3534.61,4,4,4,Champions
14957.0,53,1,58.49,2,1,1,At Risk
14958.0,45,1,210.64999999999998,3,1,1,Potential Loyalists
14959.0,15,2,422.38,4,3,2,Champions
14961.0,32,5,3179.66,3,4,4,Loyal Customers
14962.0,71,1,126.7,2,1,1,At Risk
14964.0,47,1,206.21,2,1,1,At Risk
14970.0,52,2,782.25,2,3,3,Loyal Customers
14973.0,25,1,654.6,3,1,3,Potential Loyalists
14976.0,74,2,271.52,2,3,2,At Risk
14978.0,35,4,1537.28,3,4,4,Loyal Customers
14981.0,46,1,102.12,3,1,1,Potential Loyalists
14985.0,158,1,124.51,1,1,1,Hibernating
14987.0,165,1,163.2,1,1,1,Hibernating
14988.0,11,1,334.54,4,1,2,Potential Loyalists
14995.0,80,1,119.31,2,1,1,At Risk
14998.0,41,1,183.64,3,1,1,Potential Loyalists
15002.0,97,3,1147.5900000000001,1,4,4,Loyal Customers
15005.0,6,11,2402.47,4,4,4,Champions
15012.0,173,1,191.06,1,1,1,Hibernating
15018.0,53,2,291.34000000000003,2,3,2,At Risk
15019.0,66,1,266.0,2,1,2,At Risk
15021.0,18,3,685.09,3,4,3,Loyal Customers
15023.0,18,4,2857.73,3,4,4,Loyal Customers
15024.0,96,3,688.09,1,4,3,Loyal Customers
15026.0,40,2,230.78,3,3,1,Potential Loyalists
15027.0,19,2,654.12,3,3,3,Loyal Customers
15028.0,168,1,185.97,1,1,1,Hibernating
15030.0,68,1,152.76,2,1,1,At Risk
15031.0,82,1,150.83,2,1,1,At Risk
15032.0,56,3,4959.1,2,4,4,Loyal Customers
15033.0,8,3,1169.14,4,4,4,Champions
15034.0,32,5,2664.83,3,4,4,Loyal Customers
15038.0,15,3,401.36,4,4,2,Champions
15039.0,7,24,12328.16,4,4,4,Champions
15044.0,7,11,4505.33,4,4,4,Champions
15045.0,57,1,388.9,2,1,2,At Risk
15046.0,40,6,1557.59,3,4,4,Loyal Customers
15047.0,69,1,343.62,2,1,2,At Risk
15048.0,20,2,256.45,3,3,2,Potential Loyalists
15049.0,73,1,121.17000000000002,2,1,1,At Risk
15052.0,119,1,215.78,1,1,1,Hibernating
15053.0,81,1,222.65,2,1,1,At Risk
15057.0,75,2,1489.5,2,3,4,Loyal Customers
15058.0,43,5,740.76,3,4,3,Loyal Customers
15059.0,15,4,569.02,4,4,3,Champions
15061.0,12,29,30722.92,4,4,4,Champions
15062.0,18,3,814.04,3,4,3,Loyal Customers
15063.0,13,1,370.79999999999995,4,1,2,Potential Loyalists
15065.0,27,2,1406.4,3,3,4,Loyal Customers
15067.0,82,1,848.05,2,1,3,At Risk
15068.0,56,1,239.95999999999998,2,1,1,At Risk
15070.0,172,1,106.2,1,1,1,Hibernating
15071.0,76,1,588.6700000000001,2,1,3,At Risk
15078.0,4,13,3838.46,4,4,4,Champions
15079.0,12,4,895.61,4,4,3,Champions
15081.0,8,2,248.05,4,3,2,Champions
15083.0,56,1,88.2,2,1,1,At Risk
15087.0,82,1,306.94,2,1,2,At Risk
15090.0,108,1,381.32,1,1,2,Hibernating
15092.0,15,2,457.81,4,3,2,Champions
15093.0,6,4,3396.68,4,4,4,Champions
15095.0,3,1,770.5,4,1,3,Potential Loyalists
15100.0,134,3,876.0,1,4,3,Loyal Customers
15101.0,159,1,102.28,1,1,1,Hibernating
15104.0,82,1,374.64,2,1,2,At Risk
15106.0,12,2,778.45,4,3,3,Champions
15107.0,111,6,319.5,1,4,2,Hibernating
15108.0,27,1,191.4,3,1,1,Potential Loyalists
15109.0,46,1,484.95,3,1,3,Potential Loyalists
15110.0,118,1,169.65,1,1,1,Hibernating
15111.0,172,1,288.5,1,1,2,Hibernating
15114.0,17,3,717.91,3,4,3,Loyal Customers
15116.0,5,1,479.65,4,1,3,Potential Loyalists
15117.0,15,1,312.4,4,1,2,Potential Loyalists
15119.0,46,1,266.4,3,1,2,Potential Loyalists
15121.0,88,1,295.15,2,1,2,At Risk
15122.0,4,2,930.61,4,3,3,Champions
15123.0,6,1,1069.47,4,1,4,Potential Loyalists
15125.0,7,4,7310.72,4,4,4,Champions
15128.0,19,1,483.7,3,1,3,Potential Loyalists
15129.0,11,4,1120.38,4,4,4,Champions
15132.0,62,1,313.77,2,1,2,At Risk
15133.0,57,2,657.9,2,3,3,Loyal Customers
15134.0,13,2,239.45000000000002,4,3,1,Champions
15135.0,39,1,139.05,3,1,1,Potential Loyalists
15139.0,39,2,178.96,3,3,1,Potential Loyalists
15140.0,34,2,800.9300000000001,3,3,3,Loyal Customers
15143.0,25,1,259.45,3,1,2,Potential Loyalists
15144.0,17,5,1695.02,3,4,4,Loyal Customers
15145.0,27,2,724.03,3,3,3,Loyal Customers
15146.0,91,1,834.22,2,1,3,At Risk
15147.0,40,1,623.5,3,1,3,Potential Loyalists
15150.0,69,1,501.25,2,1,3,At Risk
15157.0,158,1,1085.46,1,1,4,Hibernating
15159.0,10,11,5026.37,4,4,4,Champions
15160.0,157,1,158.16,1,1,1,Hibernating
15164.0,8,2,368.18,4,3,2,Champions
15165.0,173,1,487.75,1,1,3,Hibernating
15167.0,120,1,163.0,1,1,1,Hibernating
15171.0,131,1,1289.5,1,1,4,Hibernating
15172.0,36,1,346.4,3,1,2,Potential Loyalists
15174.0,123,1,135.75,1,1,1,Hibernating
15178.0,60,1,40.5,2,1,1,At Risk
15179.0,34,3,1455.12,3,4,4,Loyal Customers
15180.0,167,1,87.5,1,1,1,Hibernating
15181.0,69,1,300.0,2,1,2,At Risk
15182.0,68,1,370.48,2,1,2,At Risk
15187.0,12,1,431.6,4,1,2,Potential Loyalists
15189.0,4,14,4310.85,4,4,4,Champions
15192.0,165,1,315.0,1,1,2,Hibernating
15194.0,17,8,3162.1,3,4,4,Loyal Customers
15197.0,52,2,773.25,2,3,3,Loyal Customers
15199.0,35,2,657.15,3,3,3,Loyal Customers
15201.0,4,2,602.27,4,3,3,Champions
15203.0,111,1,211.94,1,1,1,Hibernating
15204.0,157,1,316.58,1,1,2,Hibernating
15206.0,76,1,17.700000000000003,2,2,1,At Risk
15208.0,153,1,65.4,1,2,1,Hibernating
15210.0,25,1,331.18,3,2,2,Potential Loyalists
15211.0,165,1,383.07,1,2,2,Hibernating
15212.0,41,1,101.8,3,2,1,Potential Loyalists
15213.0,118,2,328.35,1,3,2,Hibernating
15214.0,43,1,514.9300000000001,3,2,3,Potential Loyalists
15218.0,18,3,1757.26,3,4,4,Loyal Customers
15220.0,3,3,858.1899999999999,4,4,3,Champions
15221.0,166,1,403.25,1,2,2,Hibernating
15222.0,119,1,585.0,1,2,3,Hibernating
15223.0,25,2,755.75,3,3,3,Loyal Customers
15224.0,158,2,322.08,1,3,2,Hibernating
15225.0,34,1,409.40000000000003,3,2,2,Potential Loyalists
15226.0,110,1,154.41,1,2,1,Hibernating
15227.0,16,3,876.8199999999999,3,4,3,Loyal Customers
15228.0,95,1,904.85,1,2,3,Hibernating
15230.0,39,2,429.6,3,3,2,Potential Loyalists
15234.0,77,1,197.0,2,2,1,At Risk
15235.0,18,12,2247.51,3,4,4,Loyal Customers
15236.0,98,1,321.05,1,2,2,Hibernating
15237.0,3,2,1093.65,4,3,4,Champions
15240.0,42,2,629.1,3,3,3,Loyal Customers
15241.0,83,1,395.33,2,2,2,At Risk
15244.0,48,1,297.94,2,2,2,At Risk
15245.0,61,1,1251.48,2,2,4,At Risk
15246.0,38,2,514.15,3,3,3,Loyal Customers
15249.0,14,4,2292.98,4,4,4,Champions
15251.0,11,2,4095.72,4,3,4,Champions
15257.0,83,1,317.15,2,2,2,At Risk
15258.0,17,1,315.66,3,2,2,Potential Loyalists
15260.0,3,4,882.6,4,4,3,Champions
15262.0,123,1,178.95000000000002,1,2,1,Hibernating
15265.0,35,1,712.24,3,2,3,Potential Loyalists
15266.0,138,1,119.3,1,2,1,Hibernating
15270.0,39,4,1313.75,3,4,4,Loyal Customers
15271.0,4,5,735.61,4,4,3,Champions
15279.0,155,1,290.51,1,2,2,Hibernating
15281.0,1,5,1879.31,4,4,4,Champions
15288.0,1,3,1624.0,4,4,4,Champions
15289.0,49,1,375.45,2,2,2,At Risk
15290.0,3,8,2032.57,4,4,4,Champions
15291.0,48,9,2679.59,2,4,4,Loyal Customers
15292.0,1,1,180.94,4,2,1,Potential Loyalists
15296.0,12,2,1777.81,4,3,4,Champions
15298.0,62,4,1238.44,2,4,4,Loyal Customers
15299.0,63,4,2435.01,2,4,4,Loyal Customers
15301.0,6,4,2104.0,4,4,4,Champions
15303.0,90,1,574.02,2,2,3,At Risk
15304.0,19,5,381.6,3,4,2,Potential Loyalists
15308.0,74,1,310.47,2,2,2,At Risk
15311.0,5,40,27940.64,4,4,4,Champions
15312.0,15,2,607.9,4,3,3,Champions
15316.0,126,1,165.0,1,2,1,Hibernating
15319.0,83,1,204.5,2,2,1,At Risk
15321.0,91,1,1159.47,2,2,4,At Risk
15326.0,133,1,311.71,1,2,2,Hibernating
15332.0,166,4,1661.06,1,4,4,Loyal Customers
15333.0,8,1,1028.56,4,2,3,Potential Loyalists
15339.0,118,1,257.9,1,2,2,Hibernating
15346.0,132,1,252.42000000000002,1,2,2,Hibernating
15347.0,166,1,201.60000000000002,1,2,1,Hibernating
15350.0,173,1,115.65,1,2,1,Hibernating
15351.0,169,1,274.67,1,2,2,Hibernating
15353.0,54,2,777.02,2,3,3,Loyal Customers
15356.0,18,5,1201.81,3,4,4,Loyal Customers
15358.0,8,11,4363.07,4,4,4,Champions
15361.0,162,1,418.92,1,2,2,Hibernating
15363.0,172,1,326.0,1,2,2,Hibernating
15364.0,54,1,331.80000000000007,2,2,2,At Risk
15365.0,115,1,208.61,1,2,1,Hibernating
15366.0,158,1,105.54,1,2,1,Hibernating
15367.0,45,2,1416.18,3,3,4,Loyal Customers
15370.0,4,3,1127.94,4,4,4,Champions
15373.0,10,6,1191.75,4,4,4,Champions
15376.0,22,1,654.17,3,2,3,Potential Loyalists
15379.0,8,5,3263.11,4,4,4,Champions
15380.0,165,1,230.10000000000002,1,2,1,Hibernating
15381.0,13,2,596.85,4,3,3,Champions
15382.0,10,2,1588.02,4,3,4,Champions
15384.0,159,1,303.57,1,2,2,Hibernating
15388.0,70,1,140.54,2,2,1,At Risk
15392.0,160,1,338.98,1,2,2,Hibernating
15393.0,81,1,124.10000000000001,2,2,1,At Risk
15394.0,4,2,1436.44,4,3,4,Champions
15395.0,125,1,107.45,1,2,1,Hibernating
15397.0,90,1,94.0,2,2,1,At Risk
15400.0,78,1,346.1,2,2,2,At Risk
15406.0,101,1,252.29,1,2,2,Hibernating
15407.0,22,2,329.86,3,3,2,Potential Loyalists
15408.0,64,1,267.18,2,2,2,At Risk
15410.0,3,4,1800.89,4,4,4,Champions
15414.0,42,1,36.2,3,2,1,Potential Loyalists
15415.0,113,1,572.8100000000001,1,2,3,Hibernating
15416.0,39,2,2274.43,3,3,4,Loyal Customers
15421.0,15,3,739.36,4,4,3,Champions
15422.0,123,2,97.7,1,3,1,Hibernating
15424.0,54,2,383.34,2,3,2,At Risk
15426.0,57,2,662.98,2,3,3,Loyal Customers
15433.0,14,2,533.3,4,3,3,Champions
15436.0,34,1,489.05,3,2,3,Potential Loyalists
15437.0,62,1,200.16,2,2,1,At Risk
15440.0,8,1,125.8,4,2,1,Potential Loyalists
15442.0,48,1,594.0,2,2,3,At Risk
15443.0,120,1,437.71,1,2,2,Hibernating
15445.0,64,1,113.5,2,2,1,At Risk
15447.0,130,1,155.17,1,2,1,Hibernating
15448.0,113,1,494.64,1,2,3,Hibernating
15449.0,62,1,345.92,2,2,2,At Risk
15452.0,64,1,247.25,2,2,2,At Risk
15454.0,162,1,179.1,1,2,1,Hibernating
15456.0,83,3,447.22,2,4,2,At Risk
15457.0,62,1,237.07,2,2,1,At Risk
15460.0,154,1,216.76,1,2,1,Hibernating
15464.0,138,1,1048.85,1,2,4,Hibernating
15465.0,33,12,5163.46,3,4,4,Loyal Customers
15482.0,50,3,1437.44,2,4,4,Loyal Customers
15483.0,66,1,114.85,2,2,1,At Risk
15485.0,136,2,1278.63,1,3,4,Loyal Customers
15489.0,11,1,348.26,4,2,2,Potential Loyalists
15491.0,18,3,1644.92,3,4,4,Loyal Customers
15493.0,49,2,951.25,2,3,3,Loyal Customers
15497.0,120,1,970.6,1,2,3,Hibernating
15498.0,11,11,5826.81,4,4,4,Champions
15502.0,75,4,2640.46,2,4,4,Loyal Customers
15503.0,162,1,147.09,1,2,1,Hibernating
15508.0,19,3,629.11,3,4,3,Loyal Customers
15510.0,130,1,250.0,1,2,2,Hibernating
15512.0,159,1,101.2,1,2,1,Hibernating
15513.0,12,11,5752.3,4,4,4,Champions
15514.0,25,6,2561.94,3,4,4,Loyal Customers
15517.0,33,1,267.03,3,2,2,Potential Loyalists
15518.0,15,4,987.57,4,4,3,Champions
15521.0,12,4,1667.78,4,4,4,Champions
15525.0,173,1,313.93,1,2,2,Hibernating
15527.0,19,3,900.04,3,4,3,Loyal Customers
15528.0,54,1,229.33,2,2,1,At Risk
15529.0,10,7,1932.21,4,4,4,Champions
15530.0,46,1,553.13,3,2,3,Potential Loyalists
15532.0,158,1,356.35,1,2,2,Hibernating
15535.0,36,3,411.39,3,4,2,Potential Loyalists
15543.0,88,1,127.86,2,2,1,At Risk
15544.0,11,4,1759.47,4,4,4,Champions
15545.0,171,1,135.32999999999998,1,2,1,Hibernating
15547.0,43,6,1997.1,3,4,4,Loyal Customers
15549.0,116,1,942.1,1,2,3,Hibernating
15550.0,101,1,137.89999999999998,1,2,1,Hibernating
15552.0,17,1,90.12,3,2,1,Potential Loyalists
15554.0,78,1,217.2,2,2,1,At Risk
15555.0,1,5,1659.75,4,4,4,Champions
15561.0,15,1,265.75,4,2,2,Potential Loyalists
15562.0,152,1,134.55,1,2,1,Hibernating
15563.0,158,1,270.19,1,2,2,Hibernating
15569.0,132,1,288.5,1,2,2,Hibernating
15570.0,6,8,2525.42,4,4,4,Champions
15572.0,49,3,876.04,2,4,3,Loyal Customers
15574.0,158,3,590.15,1,4,3,Loyal Customers
15577.0,105,1,29.65,1,2,1,Hibernating
15579.0,113,1,199.6,1,2,1,Hibernating
15581.0,26,8,634.96,3,4,3,Loyal Customers
15582.0,20,1,303.61,3,2,2,Potential Loyalists
15587.0,152,1,344.88,1,2,2,Hibernating
15589.0,56,3,478.53000000000003,2,4,3,Loyal Customers
15594.0,35,1,267.91,3,2,2,Potential Loyalists
15596.0,15,4,1389.69,4,4,4,Champions
15599.0,4,1,448.83,4,2,2,Potential Loyalists
15601.0,4,9,4748.59,4,4,4,Champions
15602.0,112,4,404.75,1,4,2,Hibernating
15605.0,52,3,690.1800000000001,2,4,3,Loyal Customers
15606.0,22,6,1826.35,3,4,4,Loyal Customers
15607.0,136,1,104.76,1,2,1,Hibernating
15611.0,56,3,331.5,2,4,2,At Risk
15615.0,12,10,4739.06,4,4,4,Champions
15620.0,20,2,875.01,3,3,3,Loyal Customers
15622.0,25,3,2191.8,3,4,4,Loyal Customers
15624.0,6,2,311.4,4,3,2,Champions
15625.0,35,1,695.3299999999999,3,2,3,Potential Loyalists
15626.0,130,1,281.88,1,2,2,Hibernating
15628.0,55,2,691.01,2,3,3,Loyal Customers
15630.0,5,1,396.86,4,2,2,Potential Loyalists
15632.0,25,3,1242.5,3,4,4,Loyal Customers
15636.0,82,1,306.7,2,2,2,At Risk
15640.0,26,7,5771.61,3,4,4,Loyal Customers
15641.0,60,3,1305.38,2,4,4,Loyal Customers
15643.0,82,1,337.1,2,2,2,At Risk
15644.0,56,3,423.19,2,4,2,At Risk
15646.0,47,2,340.04,2,3,2,At Risk
15648.0,4,2,657.35,4,3,3,Champions
15649.0,136,2,816.0,1,3,3,Loyal Customers
15651.0,61,1,227.32,2,2,1,At Risk
15655.0,43,1,560.67,3,2,3,Potential Loyalists
15656.0,20,2,306.86,3,3,2,Potential Loyalists
15658.0,62,3,597.6500000000001,2,4,3,Loyal Customers
15660.0,4,4,739.02,4,4,3,Champions
15661.0,117,2,309.8,1,3,2,Hibernating
15665.0,43,1,1476.22,3,2,4,Potential Loyalists
15668.0,18,1,76.32000000000001,3,2,1,Potential Loyalists
15669.0,64,1,198.8,2,2,1,At Risk
15670.0,96,1,173.05,1,2,1,Hibernating
15671.0,42,3,1033.13,3,4,3,Loyal Customers
15673.0,14,2,1785.73,4,3,4,Champions
15674.0,14,4,1379.66,4,4,4,Champions
15675.0,80,1,45.0,2,2,1,At Risk
15676.0,84,1,897.8,2,2,3,At Risk
15680.0,166,1,478.89,1,2,3,Hibernating
15681.0,80,1,345.68,2,2,2,At Risk
15687.0,69,4,1402.45,2,4,4,Loyal Customers
15689.0,162,1,103.5,1,2,1,Hibernating
15691.0,52,1,136.8,2,2,1,At Risk
15694.0,3,7,2676.98,4,4,4,Champions
15695.0,67,2,409.98,2,3,2,At Risk
15696.0,20,6,1637.9,3,4,4,Loyal Customers
15703.0,64,1,211.5,2,2,1,At Risk
15704.0,15,1,938.85,4,2,3,Potential Loyalists
15705.0,1,1,143.1,4,2,1,Potential Loyalists
15708.0,22,5,2068.3,3,4,4,Loyal Customers
15709.0,84,1,133.25,2,2,1,At Risk
15712.0,87,1,299.8,2,2,2,At Risk
15713.0,166,1,171.15,1,2,1,Hibernating
15716.0,1,3,902.44,4,4,3,Champions
15717.0,34,1,150.3,3,2,1,Potential Loyalists
15719.0,19,6,1939.25,3,4,4,Loyal Customers
15722.0,90,1,324.05,2,2,2,At Risk
15723.0,164,1,203.1,1,2,1,Hibernating
15724.0,1,2,218.25,4,3,1,Champions
15727.0,48,3,2876.05,2,4,4,Loyal Customers
15729.0,12,1,85.0,4,2,1,Potential Loyalists
15730.0,6,1,467.43,4,2,3,Potential Loyalists
15732.0,12,2,294.12,4,3,2,Champions
15733.0,83,1,162.3,2,2,1,At Risk
15737.0,43,1,475.88,3,2,3,Potential Loyalists
15738.0,4,9,2613.04,4,4,4,Champions
15745.0,36,1,302.85,3,2,2,Potential Loyalists
15749.0,35,3,44534.3,3,4,4,Loyal Customers
15750.0,83,3,612.57,2,4,3,Loyal Customers
15752.0,49,3,1045.18,2,4,3,Loyal Customers
15753.0,104,1,79.2,1,2,1,Hibernating
15754.0,46,1,91.8,3,2,1,Potential Loyalists
15755.0,35,2,620.73,3,3,3,Loyal Customers
15756.0,13,2,249.12,4,3,2,Champions
15757.0,17,1,261.36,3,2,2,Potential Loyalists
15759.0,18,3,253.04,3,4,2,Potential Loyalists
15764.0,77,1,1120.93,2,2,4,At Risk
15768.0,4,2,479.15,4,3,3,Champions
15769.0,35,10,24523.92,3,4,4,Loyal Customers
15775.0,45,1,104.9,3,2,1,Potential Loyalists
15777.0,41,4,1047.11,3,4,3,Loyal Customers
15780.0,43,2,402.76,3,3,2,Potential Loyalists
15781.0,106,1,83.35,1,2,1,Hibernating
15785.0,95,1,928.58,1,2,3,Hibernating
15789.0,158,1,351.3,1,2,2,Hibernating
15791.0,4,1,1223.24,4,2,4,Potential Loyalists
15793.0,69,1,306.64,2,2,2,At Risk
15796.0,15,2,597.39,4,3,3,Champions
15797.0,14,3,1840.2,4,4,4,Champions
15799.0,134,1,320.21999999999997,1,2,2,Hibernating
15800.0,46,1,244.5,3,2,2,Potential Loyalists
15805.0,33,4,2117.9700000000003,3,4,4,Loyal Customers
15806.0,77,1,300.36,2,2,2,At Risk
15808.0,106,4,3734.9700000000003,1,4,4,Loyal Customers
15809.0,4,3,383.31,4,4,2,Champions
15810.0,32,2,854.12,3,3,3,Loyal Customers
15811.0,5,4,1294.84,4,4,4,Champions
15812.0,54,2,764.76,2,3,3,Loyal Customers
15813.0,8,2,1303.9099999999999,4,3,4,Champions
15815.0,12,3,1394.08,4,4,4,Champions
15819.0,77,1,639.64,2,2,3,At Risk
15820.0,119,1,206.98,1,2,1,Hibernating
15822.0,159,1,440.2,1,2,2,Hibernating
15823.0,172,1,15.0,1,2,1,Hibernating
15826.0,11,1,720.0,4,2,3,Potential Loyalists
15827.0,15,9,911.69,4,4,3,Champions
15831.0,124,1,309.94,1,2,2,Hibernating
15832.0,54,1,836.79,2,2,3,At Risk
15834.0,77,2,1281.37,2,3,4,Loyal Customers
15835.0,60,2,488.31,2,3,3,Loyal Customers
15838.0,18,6,6102.9,3,4,4,Loyal Customers
15841.0,18,2,613.26,3,3,3,Loyal Customers
15843.0,104,1,118.95000000000002,1,2,1,Hibernating
15845.0,11,3,1537.16,4,4,4,Champions
15847.0,88,1,180.68,2,2,1,At Risk
15854.0,4,6,1584.39,4,4,4,Champions
15855.0,6,3,342.51,4,4,2,Champions
15856.0,4,8,6939.47,4,4,4,Champions
15858.0,89,2,816.22,2,3,3,Loyal Customers
15860.0,33,3,420.26,3,4,2,Potential Loyalists
15861.0,67,2,722.48,2,3,3,Loyal Customers
15862.0,4,2,491.01,4,3,3,Champions
15864.0,116,1,242.42000000000002,1,2,1,Hibernating
15865.0,13,1,313.93,4,2,2,Potential Loyalists
15867.0,42,8,1502.75,3,4,4,Loyal Customers
15869.0,77,2,149.64,2,3,1,At Risk
15874.0,17,5,2162.8,3,4,4,Loyal Customers
15880.0,169,1,343.28000000000003,1,2,2,Hibernating
